-5.000 , -125.000 , 0.000 , 0.000 , 1.000 , 0.000
-4.950 , -121.287 , 0.000 , 0.000 , 1.000 , 0.000
-4.900 , -117.649 , 0.000 , 0.000 , 1.000 , 0.000
-4.850 , -114.084 , 0.000 , 0.000 , 1.000 , 0.000
-4.800 , -110.592 , 0.000 , 0.000 , 1.000 , 0.000
-4.750 , -107.172 , 0.000 , 0.000 , 1.000 , 0.000
-4.700 , -103.823 , 0.000 , 0.000 , 1.000 , 0.000
-4.650 , -100.545 , 0.000 , 0.000 , 1.000 , 0.000
-4.600 , -97.336 , 0.000 , 0.000 , 1.000 , 0.000
-4.550 , -94.196 , 0.000 , 0.000 , 1.000 , 0.000
-4.500 , -91.125 , 0.000 , 0.000 , 1.000 , 0.000
-4.450 , -88.121 , 0.000 , 0.000 , 1.000 , 0.000
-4.400 , -85.184 , 0.000 , 0.000 , 1.000 , 0.000
-4.350 , -82.313 , 0.000 , 0.000 , 1.000 , 0.000
-4.300 , -79.507 , 0.000 , 0.000 , 1.000 , 0.000
-4.250 , -76.766 , 0.000 , 0.000 , 1.000 , 0.000
-4.200 , -74.088 , 0.000 , 0.000 , 1.000 , 0.000
-4.150 , -71.473 , 0.000 , 0.000 , 1.000 , 0.000
-4.100 , -68.921 , 0.000 , 0.000 , 1.000 , 0.000
-4.050 , -66.430 , 0.000 , 0.000 , 1.000 , 0.000
-4.000 , -64.000 , 0.000 , 0.000 , 1.000 , 0.000
-3.950 , -61.630 , 0.000 , 0.000 , 1.000 , 0.000
-3.900 , -59.319 , 0.000 , 0.000 , 1.000 , 0.000
-3.850 , -57.067 , 0.000 , 0.000 , 1.000 , 0.000
-3.800 , -54.872 , 0.000 , 0.000 , 1.000 , 0.000
-3.750 , -52.734 , 0.000 , 0.000 , 1.000 , 0.000
-3.700 , -50.653 , 0.000 , 0.000 , 1.000 , 0.000
-3.650 , -48.627 , 0.000 , 0.000 , 1.000 , 0.000
-3.600 , -46.656 , 0.000 , 0.000 , 1.000 , 0.000
-3.550 , -44.739 , 0.000 , 0.000 , 1.000 , 0.000
-3.500 , -42.875 , 0.000 , 0.000 , 1.000 , 0.000
-3.450 , -41.064 , 0.000 , 0.000 , 1.000 , 0.000
-3.400 , -39.304 , 0.000 , 0.000 , 1.000 , 0.000
-3.350 , -37.595 , 0.000 , 0.000 , 1.000 , 0.000
-3.300 , -35.937 , 0.000 , 0.000 , 1.000 , 0.000
-3.250 , -34.328 , 0.000 , 0.000 , 1.000 , 0.000
-3.200 , -32.768 , 0.000 , 0.000 , 1.000 , 0.000
-3.150 , -31.256 , 0.000 , 0.000 , 1.000 , 0.000
-3.100 , -29.791 , 0.000 , 0.000 , 1.000 , 0.000
-3.050 , -28.373 , 0.000 , 0.000 , 1.000 , 0.000
-3.000 , -27.000 , 0.000 , 0.000 , 1.000 , 0.000
-2.950 , -25.672 , 0.000 , 0.000 , 1.000 , 0.000
-2.900 , -24.389 , 0.000 , 0.000 , 1.000 , 0.000
-2.850 , -23.149 , 0.000 , 0.000 , 1.000 , 0.000
-2.800 , -21.952 , 0.000 , 0.000 , 1.000 , 0.000
-2.750 , -20.797 , 0.000 , 0.000 , 1.000 , 0.000
-2.700 , -19.683 , 0.000 , 0.000 , 1.000 , 0.000
-2.650 , -18.610 , 0.000 , 0.000 , 1.000 , 0.000
-2.600 , -17.576 , 0.000 , 0.000 , 1.000 , 0.000
-2.550 , -16.581 , 0.000 , 0.000 , 1.000 , 0.000
-2.500 , -15.625 , 0.000 , 0.000 , 1.000 , 0.000
-2.450 , -14.706 , 0.000 , 0.000 , 1.000 , 0.000
-2.400 , -13.824 , 0.000 , 0.000 , 1.000 , 0.000
-2.350 , -12.978 , 0.000 , 0.000 , 1.000 , 0.000
-2.300 , -12.167 , 0.000 , 0.000 , 1.000 , 0.000
-2.250 , -11.391 , 0.000 , 0.000 , 1.000 , 0.000
-2.200 , -10.648 , 0.000 , 0.000 , 1.000 , 0.000
-2.150 , -9.938 , 0.000 , 0.000 , 1.000 , 0.000
-2.100 , -9.261 , 0.000 , 0.000 , 1.000 , 0.000
-2.050 , -8.615 , 0.000 , 0.000 , 1.000 , 0.000
-2.000 , -8.000 , 0.000 , 0.000 , 1.000 , 0.000
-1.950 , -7.415 , 0.000 , 0.000 , 1.000 , 0.000
-1.900 , -6.859 , 0.000 , 0.000 , 1.000 , 0.000
-1.850 , -6.332 , 0.000 , 0.000 , 1.000 , 0.000
-1.800 , -5.832 , 0.000 , 0.000 , 1.000 , 0.000
-1.750 , -5.359 , 0.000 , 0.000 , 1.000 , 0.000
-1.700 , -4.913 , 0.000 , 0.000 , 1.000 , 0.000
-1.650 , -4.492 , 0.000 , 0.000 , 1.000 , 0.000
-1.600 , -4.096 , 0.000 , 0.000 , 1.000 , 0.000
-1.550 , -3.724 , 0.000 , 0.000 , 1.000 , 0.000
-1.500 , -3.375 , 0.000 , 0.000 , 1.000 , 0.000
-1.450 , -3.049 , 0.000 , 0.000 , 1.000 , 0.000
-1.400 , -2.744 , 0.000 , 0.000 , 1.000 , 0.000
-1.350 , -2.460 , 0.000 , 0.000 , 1.000 , 0.000
-1.300 , -2.197 , 0.000 , 0.000 , 1.000 , 0.000
-1.250 , -1.953 , 0.000 , 0.000 , 1.000 , 0.000
-1.200 , -1.728 , 0.000 , 0.000 , 1.000 , 0.000
-1.150 , -1.521 , 0.000 , 0.000 , 1.000 , 0.000
-1.100 , -1.331 , 0.000 , 0.000 , 1.000 , 0.000
-1.050 , -1.158 , 0.000 , 0.000 , 1.000 , 0.000
-1.000 , -1.000 , 0.000 , 0.000 , 1.000 , 0.000
-0.950 , -0.857 , 0.000 , 0.000 , 1.000 , 0.000
-0.900 , -0.729 , 0.000 , 0.000 , 1.000 , 0.000
-0.850 , -0.614 , 0.000 , 0.000 , 1.000 , 0.000
-0.800 , -0.512 , 0.000 , 0.000 , 1.000 , 0.000
-0.750 , -0.422 , 0.000 , 0.000 , 1.000 , 0.000
-0.700 , -0.343 , 0.000 , 0.000 , 1.000 , 0.000
-0.650 , -0.275 , 0.000 , 0.000 , 1.000 , 0.000
-0.600 , -0.216 , 0.000 , 0.000 , 1.000 , 0.000
-0.550 , -0.166 , 0.000 , 0.000 , 1.000 , 0.000
-0.500 , -0.125 , 0.000 , 0.000 , 1.000 , 0.000
-0.450 , -0.091 , 0.000 , 0.000 , 1.000 , 0.000
-0.400 , -0.064 , 0.000 , 0.000 , 1.000 , 0.000
-0.350 , -0.043 , 0.000 , 0.000 , 1.000 , 0.000
-0.300 , -0.027 , 0.000 , 0.000 , 1.000 , 0.000
-0.250 , -0.016 , 0.000 , 0.000 , 1.000 , 0.000
-0.200 , -0.008 , 0.000 , 0.000 , 1.000 , 0.000
-0.150 , -0.003 , 0.000 , 0.000 , 1.000 , 0.000
-0.100 , -0.001 , 0.000 , 0.000 , 1.000 , 0.000
-0.050 , -0.000 , 0.000 , 0.000 , 1.000 , 0.000
0.000 , 0.000 , 0.000 , 0.000 , 1.000 , 0.000
